kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,kategori_pekerjaan,jumlah_korban,tahun
3213,KABUPATEN SUBANG,LAKI-LAKI,SWASTA/BURUH,0,2019
3213,KABUPATEN SUBANG,LAKI-LAKI,TIDAK BEKERJA,0,2019
3213,KABUPATEN SUBANG,PEREMPUAN,BEKERJA,1,2019
3213,KABUPATEN SUBANG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,5,2019
3213,KABUPATEN SUBANG,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3213,KABUPATEN SUBANG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3213,KABUPATEN SUBANG,PEREMPUAN,PELAJAR,10,2019
3213,KABUPATEN SUBANG,PEREMPUAN,PNS/TNI/POLRI,0,2019
3213,KABUPATEN SUBANG,PEREMPUAN,SWASTA/BURUH,0,2019
3213,KABUPATEN SUBANG,PEREMPUAN,TIDAK BEKERJA,0,2019
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,BEKERJA,0,2019
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,TIDAK DIKETAHUI,4,2019
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PELAJAR,4,2019
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,SWASTA/BURUH,0,2019
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,TIDAK BEKERJA,0,2019
3214,KABUPATEN PURWAKARTA,PEREMPUAN,BEKERJA,0,2019
3214,KABUPATEN PURWAKARTA,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,5,2019
3214,KABUPATEN PURWAKARTA,PEREMPUAN,TIDAK DIKETAHUI,13,2019
3214,KABUPATEN PURWAKARTA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3214,KABUPATEN PURWAKARTA,PEREMPUAN,PELAJAR,5,2019
3214,KABUPATEN PURWAKARTA,PEREMPUAN,PNS/TNI/POLRI,0,2019
3214,KABUPATEN PURWAKARTA,PEREMPUAN,SWASTA/BURUH,1,2019
3214,KABUPATEN PURWAKARTA,PEREMPUAN,TIDAK BEKERJA,3,2019
3215,KABUPATEN KARAWANG,LAKI-LAKI,BEKERJA,0,2019
3215,KABUPATEN KARAWANG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3215,KABUPATEN KARAWANG,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3215,KABUPATEN KARAWANG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3215,KABUPATEN KARAWANG,LAKI-LAKI,PELAJAR,0,2019
3215,KABUPATEN KARAWANG,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3215,KABUPATEN KARAWANG,LAKI-LAKI,SWASTA/BURUH,0,2019
3215,KABUPATEN KARAWANG,LAKI-LAKI,TIDAK BEKERJA,0,2019
3215,KABUPATEN KARAWANG,PEREMPUAN,BEKERJA,0,2019
3215,KABUPATEN KARAWANG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2019
3215,KABUPATEN KARAWANG,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3215,KABUPATEN KARAWANG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3215,KABUPATEN KARAWANG,PEREMPUAN,PELAJAR,0,2019
3215,KABUPATEN KARAWANG,PEREMPUAN,PNS/TNI/POLRI,0,2019
3215,KABUPATEN KARAWANG,PEREMPUAN,SWASTA/BURUH,1,2019
3215,KABUPATEN KARAWANG,PEREMPUAN,TIDAK BEKERJA,0,2019
3216,KABUPATEN BEKASI,LAKI-LAKI,BEKERJA,0,2019
3216,KABUPATEN BEKASI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3216,KABUPATEN BEKASI,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3216,KABUPATEN BEKASI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3216,KABUPATEN BEKASI,LAKI-LAKI,PELAJAR,1,2019
3216,KABUPATEN BEKASI,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3216,KABUPATEN BEKASI,LAKI-LAKI,SWASTA/BURUH,0,2019
3216,KABUPATEN BEKASI,LAKI-LAKI,TIDAK BEKERJA,1,2019
3216,KABUPATEN BEKASI,PEREMPUAN,BEKERJA,1,2019
3216,KABUPATEN BEKASI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,2,2019
3216,KABUPATEN BEKASI,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3216,KABUPATEN BEKASI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3216,KABUPATEN BEKASI,PEREMPUAN,PELAJAR,1,2019
3216,KABUPATEN BEKASI,PEREMPUAN,PNS/TNI/POLRI,0,2019
3216,KABUPATEN BEKASI,PEREMPUAN,SWASTA/BURUH,1,2019
3216,KABUPATEN BEKASI,PEREMPUAN,TIDAK BEKERJA,1,2019
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,BEKERJA,0,2019
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,TIDAK DIKETAHUI,1,2019
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PELAJAR,1,2019
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,SWASTA/BURUH,0,2019
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,TIDAK BEKERJA,0,2019
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,BEKERJA,1,2019
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,7,2019
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PELAJAR,7,2019
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PNS/TNI/POLRI,0,2019
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,SWASTA/BURUH,0,2019
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,TIDAK BEKERJA,4,2019
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,BEKERJA,0,2019
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PELAJAR,4,2019
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,SWASTA/BURUH,0,2019
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,TIDAK BEKERJA,0,2019
3218,KABUPATEN PANGANDARAN,PEREMPUAN,BEKERJA,1,2019
3218,KABUPATEN PANGANDARAN,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2019
3218,KABUPATEN PANGANDARAN,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3218,KABUPATEN PANGANDARAN,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3218,KABUPATEN PANGANDARAN,PEREMPUAN,PELAJAR,2,2019
3218,KABUPATEN PANGANDARAN,PEREMPUAN,PNS/TNI/POLRI,0,2019
3218,KABUPATEN PANGANDARAN,PEREMPUAN,SWASTA/BURUH,0,2019
3218,KABUPATEN PANGANDARAN,PEREMPUAN,TIDAK BEKERJA,3,2019
3271,KOTA BOGOR,LAKI-LAKI,BEKERJA,0,2019
3271,KOTA BOGOR,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3271,KOTA BOGOR,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3271,KOTA BOGOR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3271,KOTA BOGOR,LAKI-LAKI,PELAJAR,6,2019
3271,KOTA BOGOR,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3271,KOTA BOGOR,LAKI-LAKI,SWASTA/BURUH,0,2019
3271,KOTA BOGOR,LAKI-LAKI,TIDAK BEKERJA,0,2019
3271,KOTA BOGOR,PEREMPUAN,BEKERJA,0,2019
3271,KOTA BOGOR,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,11,2019
3271,KOTA BOGOR,PEREMPUAN,TIDAK DIKETAHUI,8,2019
3271,KOTA BOGOR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3271,KOTA BOGOR,PEREMPUAN,PELAJAR,10,2019
3271,KOTA BOGOR,PEREMPUAN,PNS/TNI/POLRI,0,2019
3271,KOTA BOGOR,PEREMPUAN,SWASTA/BURUH,0,2019
3271,KOTA BOGOR,PEREMPUAN,TIDAK BEKERJA,0,2019
3272,KOTA SUKABUMI,LAKI-LAKI,BEKERJA,0,2019
3272,KOTA SUKABUMI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3272,KOTA SUKABUMI,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3272,KOTA SUKABUMI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3272,KOTA SUKABUMI,LAKI-LAKI,PELAJAR,0,2019
3272,KOTA SUKABUMI,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3272,KOTA SUKABUMI,LAKI-LAKI,SWASTA/BURUH,0,2019
3272,KOTA SUKABUMI,LAKI-LAKI,TIDAK BEKERJA,0,2019
3272,KOTA SUKABUMI,PEREMPUAN,BEKERJA,0,2019
3272,KOTA SUKABUMI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2019
3272,KOTA SUKABUMI,PEREMPUAN,TIDAK DIKETAHUI,1,2019
3272,KOTA SUKABUMI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3272,KOTA SUKABUMI,PEREMPUAN,PELAJAR,0,2019
3272,KOTA SUKABUMI,PEREMPUAN,PNS/TNI/POLRI,0,2019
3272,KOTA SUKABUMI,PEREMPUAN,SWASTA/BURUH,0,2019
3272,KOTA SUKABUMI,PEREMPUAN,TIDAK BEKERJA,3,2019
3273,KOTA BANDUNG,LAKI-LAKI,BEKERJA,8,2019
3273,KOTA BANDUNG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3273,KOTA BANDUNG,LAKI-LAKI,TIDAK DIKETAHUI,2,2019
3273,KOTA BANDUNG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3273,KOTA BANDUNG,LAKI-LAKI,PELAJAR,96,2019
3273,KOTA BANDUNG,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3273,KOTA BANDUNG,LAKI-LAKI,SWASTA/BURUH,2,2019
3273,KOTA BANDUNG,LAKI-LAKI,TIDAK BEKERJA,9,2019
3273,KOTA BANDUNG,PEREMPUAN,BEKERJA,46,2019
3273,KOTA BANDUNG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,59,2019
3273,KOTA BANDUNG,PEREMPUAN,TIDAK DIKETAHUI,6,2019
3273,KOTA BANDUNG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,3,2019
3273,KOTA BANDUNG,PEREMPUAN,PELAJAR,59,2019
3273,KOTA BANDUNG,PEREMPUAN,PNS/TNI/POLRI,1,2019
3273,KOTA BANDUNG,PEREMPUAN,SWASTA/BURUH,8,2019
3273,KOTA BANDUNG,PEREMPUAN,TIDAK BEKERJA,15,2019
3274,KOTA CIREBON,LAKI-LAKI,BEKERJA,0,2019
3274,KOTA CIREBON,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3274,KOTA CIREBON,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3274,KOTA CIREBON,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3274,KOTA CIREBON,LAKI-LAKI,PELAJAR,2,2019
3274,KOTA CIREBON,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3274,KOTA CIREBON,LAKI-LAKI,SWASTA/BURUH,0,2019
3274,KOTA CIREBON,LAKI-LAKI,TIDAK BEKERJA,0,2019
3274,KOTA CIREBON,PEREMPUAN,BEKERJA,1,2019
3274,KOTA CIREBON,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2019
3274,KOTA CIREBON,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3274,KOTA CIREBON,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3274,KOTA CIREBON,PEREMPUAN,PELAJAR,1,2019
3274,KOTA CIREBON,PEREMPUAN,PNS/TNI/POLRI,0,2019
3274,KOTA CIREBON,PEREMPUAN,SWASTA/BURUH,0,2019
3274,KOTA CIREBON,PEREMPUAN,TIDAK BEKERJA,0,2019
3275,KOTA BEKASI,LAKI-LAKI,BEKERJA,0,2019
3275,KOTA BEKASI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3275,KOTA BEKASI,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3275,KOTA BEKASI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3275,KOTA BEKASI,LAKI-LAKI,PELAJAR,0,2019
3275,KOTA BEKASI,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3275,KOTA BEKASI,LAKI-LAKI,SWASTA/BURUH,0,2019
3275,KOTA BEKASI,LAKI-LAKI,TIDAK BEKERJA,0,2019
3275,KOTA BEKASI,PEREMPUAN,BEKERJA,0,2019
3275,KOTA BEKASI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2019
3275,KOTA BEKASI,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3275,KOTA BEKASI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3275,KOTA BEKASI,PEREMPUAN,PELAJAR,2,2019
3275,KOTA BEKASI,PEREMPUAN,PNS/TNI/POLRI,0,2019
3275,KOTA BEKASI,PEREMPUAN,SWASTA/BURUH,0,2019
3275,KOTA BEKASI,PEREMPUAN,TIDAK BEKERJA,0,2019
3276,KOTA DEPOK,LAKI-LAKI,BEKERJA,0,2019
3276,KOTA DEPOK,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3276,KOTA DEPOK,LAKI-LAKI,TIDAK DIKETAHUI,3,2019
3276,KOTA DEPOK,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3276,KOTA DEPOK,LAKI-LAKI,PELAJAR,3,2019
3276,KOTA DEPOK,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3276,KOTA DEPOK,LAKI-LAKI,SWASTA/BURUH,0,2019
3276,KOTA DEPOK,LAKI-LAKI,TIDAK BEKERJA,0,2019
3276,KOTA DEPOK,PEREMPUAN,BEKERJA,0,2019
3276,KOTA DEPOK,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,3,2019
3276,KOTA DEPOK,PEREMPUAN,TIDAK DIKETAHUI,24,2019
3276,KOTA DEPOK,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3276,KOTA DEPOK,PEREMPUAN,PELAJAR,3,2019
3276,KOTA DEPOK,PEREMPUAN,PNS/TNI/POLRI,0,2019
3276,KOTA DEPOK,PEREMPUAN,SWASTA/BURUH,0,2019
3276,KOTA DEPOK,PEREMPUAN,TIDAK BEKERJA,0,2019
3277,KOTA CIMAHI,LAKI-LAKI,BEKERJA,0,2019
3277,KOTA CIMAHI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,1,2019
3277,KOTA CIMAHI,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3277,KOTA CIMAHI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3277,KOTA CIMAHI,LAKI-LAKI,PELAJAR,2,2019
3277,KOTA CIMAHI,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3277,KOTA CIMAHI,LAKI-LAKI,SWASTA/BURUH,0,2019
3277,KOTA CIMAHI,LAKI-LAKI,TIDAK BEKERJA,1,2019
3277,KOTA CIMAHI,PEREMPUAN,BEKERJA,1,2019
3277,KOTA CIMAHI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2019
3277,KOTA CIMAHI,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3277,KOTA CIMAHI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3277,KOTA CIMAHI,PEREMPUAN,PELAJAR,4,2019
3277,KOTA CIMAHI,PEREMPUAN,PNS/TNI/POLRI,1,2019
3277,KOTA CIMAHI,PEREMPUAN,SWASTA/BURUH,0,2019
3277,KOTA CIMAHI,PEREMPUAN,TIDAK BEKERJA,2,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,BEKERJA,0,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,PELAJAR,3,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,SWASTA/BURUH,0,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,TIDAK BEKERJA,1,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,BEKERJA,1,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,PELAJAR,0,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,PNS/TNI/POLRI,0,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,SWASTA/BURUH,0,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,TIDAK BEKERJA,0,2019
3279,KOTA BANJAR,LAKI-LAKI,BEKERJA,0,2019
3279,KOTA BANJAR,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3279,KOTA BANJAR,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3279,KOTA BANJAR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3279,KOTA BANJAR,LAKI-LAKI,PELAJAR,0,2019
3279,KOTA BANJAR,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3279,KOTA BANJAR,LAKI-LAKI,SWASTA/BURUH,0,2019
3279,KOTA BANJAR,LAKI-LAKI,TIDAK BEKERJA,0,2019
3279,KOTA BANJAR,PEREMPUAN,BEKERJA,1,2019
3279,KOTA BANJAR,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2019
3279,KOTA BANJAR,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3279,KOTA BANJAR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3279,KOTA BANJAR,PEREMPUAN,PELAJAR,0,2019
3279,KOTA BANJAR,PEREMPUAN,PNS/TNI/POLRI,0,2019
3279,KOTA BANJAR,PEREMPUAN,SWASTA/BURUH,0,2019
3279,KOTA BANJAR,PEREMPUAN,TIDAK BEKERJA,0,2019
3201,KABUPATEN BOGOR,LAKI-LAKI,BEKERJA,0,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,PELAJAR,5,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,SWASTA/BURUH,0,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,TIDAK BEKERJA,2,2020
3201,KABUPATEN BOGOR,PEREMPUAN,BEKERJA,1,2020
3201,KABUPATEN BOGOR,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,3,2020
3201,KABUPATEN BOGOR,PEREMPUAN,TIDAK DIKETAHUI,2,2020
3201,KABUPATEN BOGOR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3201,KABUPATEN BOGOR,PEREMPUAN,PELAJAR,1,2020
3201,KABUPATEN BOGOR,PEREMPUAN,PNS/TNI/POLRI,1,2020
3201,KABUPATEN BOGOR,PEREMPUAN,SWASTA/BURUH,0,2020
3201,KABUPATEN BOGOR,PEREMPUAN,TIDAK BEKERJA,4,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,BEKERJA,1,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,TIDAK DIKETAHUI,1,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,PELAJAR,46,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,SWASTA/BURUH,0,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,TIDAK BEKERJA,2,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,BEKERJA,27,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,14,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,TIDAK DIKETAHUI,5,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,PELAJAR,76,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,PNS/TNI/POLRI,0,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,SWASTA/BURUH,0,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,TIDAK BEKERJA,12,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,BEKERJA,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,PELAJAR,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,SWASTA/BURUH,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,TIDAK BEKERJA,0,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,BEKERJA,0,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,PELAJAR,0,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,PNS/TNI/POLRI,0,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,SWASTA/BURUH,1,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,TIDAK BEKERJA,1,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,BEKERJA,0,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,TIDAK DIKETAHUI,2,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,PELAJAR,18,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,SWASTA/BURUH,0,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,TIDAK BEKERJA,5,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,BEKERJA,12,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,15,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,TIDAK DIKETAHUI,18,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,PELAJAR,33,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,PNS/TNI/POLRI,0,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,SWASTA/BURUH,2,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,TIDAK BEKERJA,16,2020
3205,KABUPATEN GARUT,LAKI-LAKI,BEKERJA,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,PELAJAR,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,SWASTA/BURUH,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,TIDAK BEKERJA,0,2020
3205,KABUPATEN GARUT,PEREMPUAN,BEKERJA,0,2020
3205,KABUPATEN GARUT,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2020
3205,KABUPATEN GARUT,PEREMPUAN,TIDAK DIKETAHUI,5,2020
3205,KABUPATEN GARUT,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3205,KABUPATEN GARUT,PEREMPUAN,PELAJAR,4,2020
3205,KABUPATEN GARUT,PEREMPUAN,PNS/TNI/POLRI,0,2020
3205,KABUPATEN GARUT,PEREMPUAN,SWASTA/BURUH,0,2020
3205,KABUPATEN GARUT,PEREMPUAN,TIDAK BEKERJA,2,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,BEKERJA,0,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,TIDAK DIKETAHUI,2,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,PELAJAR,11,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,SWASTA/BURUH,0,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,TIDAK BEKERJA,1,2020
